participantId,trialId,trialOrder,responseId,status,percentComplete,description,responsePrompt,answer,correctAnswer,isCorrectlyAnswered,responseMin,responseMax,startTime,endTime,duration,cleaned_times,dataset
6655a626a0a93488c8fb143b,Organizations-Text-Q1,13,voq7,completed,100.0,Content: Text Only,Is the largest set present in the largest intersection?,Yes,Yes,True,undefined,undefined,2024-08-27T20:01:45.354Z,2024-08-27T20:03:31.661Z,106307,106307,International Organizations
6655a626a0a93488c8fb143b,Organizations-Text-Q1,13,voq8,completed,100.0,Content: Text Only,Is the all-set intersection (intersection having all the sets) present? ,No,No,True,undefined,undefined,2024-08-27T20:01:45.354Z,2024-08-27T20:03:31.661Z,106307,106307,International Organizations
6655a626a0a93488c8fb143b,Organizations-Text-Q2,14,voq1,completed,100.0,Content: Text Only,How confident are you in your answers?,3,undefined,undefined,undefined,undefined,2024-08-27T20:03:31.704Z,2024-08-27T20:03:38.804Z,7100,7100,International Organizations
6655a626a0a93488c8fb143b,Organizations-Text-Q2,14,voq2,completed,100.0,Content: Text Only,How well did you understand the information presented?,3,undefined,undefined,undefined,undefined,2024-08-27T20:03:31.704Z,2024-08-27T20:03:38.804Z,7100,7100,International Organizations
6655a626a0a93488c8fb143b,Organizations-Text-Q2,14,voq3,completed,100.0,Content: Text Only,How effective was the description of the data at conveying information?,4,undefined,undefined,undefined,undefined,2024-08-27T20:03:31.704Z,2024-08-27T20:03:38.804Z,7100,7100,International Organizations
6655a626a0a93488c8fb143b,Organizations-Text-Q3,15,voq1,completed,100.0,Content: Text Only,What are your insights and take-aways from the description of this data?,most countries are in a lot of international organisations,undefined,undefined,undefined,undefined,2024-08-27T20:03:38.826Z,2024-08-27T20:03:57.809Z,18983,18983,International Organizations
6658bba67f3c13a15a86d803,Covid-Text-Q1,7,voq1,completed,100.0,Content: Text Only,How many sets are shown in the description?,6,6,True,0,100,2024-08-28T20:29:15.231Z,2024-08-28T20:31:42.635Z,147404,147404,Covid Symptoms
6658bba67f3c13a15a86d803,Covid-Text-Q1,7,voq2,completed,100.0,Content: Text Only,What is the largest set?,Fatigue,Fatigue,True,undefined,undefined,2024-08-28T20:29:15.231Z,2024-08-28T20:31:42.635Z,147404,147404,Covid Symptoms
6658bba67f3c13a15a86d803,Covid-Text-Q1,7,voq3,completed,100.0,Content: Text Only,What is the largest intersection?,"Anosmia,Fatigue","Anosmia,Fatigue",True,undefined,undefined,2024-08-28T20:29:15.231Z,2024-08-28T20:31:42.635Z,147404,147404,Covid Symptoms
6658bba67f3c13a15a86d803,Covid-Text-Q1,7,voq4,completed,100.0,Content: Text Only,How large is the largest intersection?,281,281,True,0,1000000000,2024-08-28T20:29:15.231Z,2024-08-28T20:31:42.635Z,147404,147404,Covid Symptoms
6658bba67f3c13a15a86d803,Covid-Text-Q1,7,voq5,completed,100.0,Content: Text Only,How many sets make up the largest intersection?,It is the intersection of 2-3 sets,It is the intersection of 2-3 sets,True,undefined,undefined,2024-08-28T20:29:15.231Z,2024-08-28T20:31:42.635Z,147404,147404,Covid Symptoms
6658bba67f3c13a15a86d803,Covid-Text-Q1,7,voq6,completed,100.0,Content: Text Only,How similar are the set sizes?,Diverging a lot,Diverging a lot,True,undefined,undefined,2024-08-28T20:29:15.231Z,2024-08-28T20:31:42.635Z,147404,147404,Covid Symptoms
6658bba67f3c13a15a86d803,Covid-Text-Q1,7,voq7,completed,100.0,Content: Text Only,Is the largest set present in the largest intersection?,Yes,Yes,True,undefined,undefined,2024-08-28T20:29:15.231Z,2024-08-28T20:31:42.635Z,147404,147404,Covid Symptoms
6658bba67f3c13a15a86d803,Covid-Text-Q1,7,voq8,completed,100.0,Content: Text Only,Is the all-set intersection (intersection having all the sets) present? ,No,Yes,False,undefined,undefined,2024-08-28T20:29:15.231Z,2024-08-28T20:31:42.635Z,147404,147404,Covid Symptoms
6658bba67f3c13a15a86d803,Covid-Text-Q2,8,voq1,completed,100.0,Content: Text Only,How confident are you in your answers?,5,undefined,undefined,undefined,undefined,2024-08-28T20:31:42.653Z,2024-08-28T20:31:50.436Z,7783,7783,Covid Symptoms
6658bba67f3c13a15a86d803,Covid-Text-Q2,8,voq2,completed,100.0,Content: Text Only,How well did you understand the information presented?,5,undefined,undefined,undefined,undefined,2024-08-28T20:31:42.653Z,2024-08-28T20:31:50.436Z,7783,7783,Covid Symptoms
6658bba67f3c13a15a86d803,Covid-Text-Q2,8,voq3,completed,100.0,Content: Text Only,How effective was the description of the data at conveying information?,5,undefined,undefined,undefined,undefined,2024-08-28T20:31:42.653Z,2024-08-28T20:31:50.436Z,7783,7783,Covid Symptoms
6658bba67f3c13a15a86d803,Covid-Text-Q3,9,voq1,completed,100.0,Content: Text Only,What are your insights and take-aways from the description of this data?,"There is a wide range of COVID symptoms, some a lot more than others and many patients with more than 1 symptom at any given time. ",undefined,undefined,undefined,undefined,2024-08-28T20:31:50.450Z,2024-08-28T20:33:23.002Z,92552,92552,Covid Symptoms
6658cf093c3b7a255aeae9eb,Organizations-Text-Q1,7,voq1,completed,100.0,Content: Text Only,How many sets are shown in the description?,18,8,True,0,100,2024-08-21T21:56:34.127Z,2024-08-21T22:01:02.121Z,267994,267994,International Organizations
6658cf093c3b7a255aeae9eb,Organizations-Text-Q1,7,voq2,completed,100.0,Content: Text Only,What is the largest set?,UPU,UPU,True,undefined,undefined,2024-08-21T21:56:34.127Z,2024-08-21T22:01:02.121Z,267994,267994,International Organizations
6658cf093c3b7a255aeae9eb,Organizations-Text-Q1,7,voq3,completed,100.0,Content: Text Only,What is the largest intersection?,"UNESCO,Interpol,WHO,UN,UPU","Interpol,UN,UNESCO,UPU,WHO",True,undefined,undefined,2024-08-21T21:56:34.127Z,2024-08-21T22:01:02.121Z,267994,267994,International Organizations
6658cf093c3b7a255aeae9eb,Organizations-Text-Q1,7,voq4,completed,100.0,Content: Text Only,How large is the largest intersection?,117,117,True,0,1000000000,2024-08-21T21:56:34.127Z,2024-08-21T22:01:02.121Z,267994,267994,International Organizations
6658cf093c3b7a255aeae9eb,Organizations-Text-Q1,7,voq5,completed,100.0,Content: Text Only,How many sets make up the largest intersection?,It is the intersection of many sets,It is the intersection of many sets,True,undefined,undefined,2024-08-21T21:56:34.127Z,2024-08-21T22:01:02.121Z,267994,267994,International Organizations
6658cf093c3b7a255aeae9eb,Organizations-Text-Q1,7,voq6,completed,100.0,Content: Text Only,How similar are the set sizes?,Diverging a lot,Diverging a lot,True,undefined,undefined,2024-08-21T21:56:34.127Z,2024-08-21T22:01:02.121Z,267994,267994,International Organizations
6658cf093c3b7a255aeae9eb,Organizations-Text-Q1,7,voq7,completed,100.0,Content: Text Only,Is the largest set present in the largest intersection?,Yes,Yes,True,undefined,undefined,2024-08-21T21:56:34.127Z,2024-08-21T22:01:02.121Z,267994,267994,International Organizations
6658cf093c3b7a255aeae9eb,Organizations-Text-Q1,7,voq8,completed,100.0,Content: Text Only,Is the all-set intersection (intersection having all the sets) present? ,No,No,True,undefined,undefined,2024-08-21T21:56:34.127Z,2024-08-21T22:01:02.121Z,267994,267994,International Organizations
6658cf093c3b7a255aeae9eb,Organizations-Text-Q2,8,voq1,completed,100.0,Content: Text Only,How confident are you in your answers?,3,undefined,undefined,undefined,undefined,2024-08-21T22:01:02.147Z,2024-08-21T22:01:20.233Z,18086,18086,International Organizations
6658cf093c3b7a255aeae9eb,Organizations-Text-Q2,8,voq2,completed,100.0,Content: Text Only,How well did you understand the information presented?,3,undefined,undefined,undefined,undefined,2024-08-21T22:01:02.147Z,2024-08-21T22:01:20.233Z,18086,18086,International Organizations
6658cf093c3b7a255aeae9eb,Organizations-Text-Q2,8,voq3,completed,100.0,Content: Text Only,How effective was the description of the data at conveying information?,2,undefined,undefined,undefined,undefined,2024-08-21T22:01:02.147Z,2024-08-21T22:01:20.233Z,18086,18086,International Organizations
6658cf093c3b7a255aeae9eb,Organizations-Text-Q3,9,voq1,completed,100.0,Content: Text Only,What are your insights and take-aways from the description of this data?,That there is a lot of organisations that countries are part of and many are part of the same ones ,undefined,undefined,undefined,undefined,2024-08-21T22:01:20.258Z,2024-08-21T22:01:56.406Z,36148,36148,International Organizations
6659e2efdb732dbd7f707a98,Organizations-Text-Q1,7,voq1,completed,100.0,Content: Text Only,How many sets are shown in the description?,18,8,True,0,100,2024-08-27T21:18:20.730Z,2024-08-27T21:21:16.373Z,175643,175643,International Organizations
6659e2efdb732dbd7f707a98,Organizations-Text-Q1,7,voq2,completed,100.0,Content: Text Only,What is the largest set?,UPU,UPU,True,undefined,undefined,2024-08-27T21:18:20.730Z,2024-08-27T21:21:16.373Z,175643,175643,International Organizations
6659e2efdb732dbd7f707a98,Organizations-Text-Q1,7,voq3,completed,100.0,Content: Text Only,What is the largest intersection?,"UNESCO,Interpol,WHO,UN,UPU","Interpol,UN,UNESCO,UPU,WHO",True,undefined,undefined,2024-08-27T21:18:20.730Z,2024-08-27T21:21:16.373Z,175643,175643,International Organizations
6659e2efdb732dbd7f707a98,Organizations-Text-Q1,7,voq4,completed,100.0,Content: Text Only,How large is the largest intersection?,11,117,False,0,1000000000,2024-08-27T21:18:20.730Z,2024-08-27T21:21:16.373Z,175643,175643,International Organizations
6659e2efdb732dbd7f707a98,Organizations-Text-Q1,7,voq5,completed,100.0,Content: Text Only,How many sets make up the largest intersection?,It is the intersection of many sets,It is the intersection of many sets,True,undefined,undefined,2024-08-27T21:18:20.730Z,2024-08-27T21:21:16.373Z,175643,175643,International Organizations
6659e2efdb732dbd7f707a98,Organizations-Text-Q1,7,voq6,completed,100.0,Content: Text Only,How similar are the set sizes?,Diverging a lot,Diverging a lot,True,undefined,undefined,2024-08-27T21:18:20.730Z,2024-08-27T21:21:16.373Z,175643,175643,International Organizations
6659e2efdb732dbd7f707a98,Organizations-Text-Q1,7,voq7,completed,100.0,Content: Text Only,Is the largest set present in the largest intersection?,Yes,Yes,True,undefined,undefined,2024-08-27T21:18:20.730Z,2024-08-27T21:21:16.373Z,175643,175643,International Organizations
6659e2efdb732dbd7f707a98,Organizations-Text-Q1,7,voq8,completed,100.0,Content: Text Only,Is the all-set intersection (intersection having all the sets) present? ,No,No,True,undefined,undefined,2024-08-27T21:18:20.730Z,2024-08-27T21:21:16.373Z,175643,175643,International Organizations
6659e2efdb732dbd7f707a98,Organizations-Text-Q2,8,voq1,completed,100.0,Content: Text Only,How confident are you in your answers?,2,undefined,undefined,undefined,undefined,2024-08-27T21:21:16.388Z,2024-08-27T21:21:28.714Z,12326,12326,International Organizations
6659e2efdb732dbd7f707a98,Organizations-Text-Q2,8,voq2,completed,100.0,Content: Text Only,How well did you understand the information presented?,3,undefined,undefined,undefined,undefined,2024-08-27T21:21:16.388Z,2024-08-27T21:21:28.714Z,12326,12326,International Organizations
6659e2efdb732dbd7f707a98,Organizations-Text-Q2,8,voq3,completed,100.0,Content: Text Only,How effective was the description of the data at conveying information?,3,undefined,undefined,undefined,undefined,2024-08-27T21:21:16.388Z,2024-08-27T21:21:28.714Z,12326,12326,International Organizations
6659e2efdb732dbd7f707a98,Organizations-Text-Q3,9,voq1,completed,100.0,Content: Text Only,What are your insights and take-aways from the description of this data?,"Without a graph to visualise the data easier, the information can be quite confusing. However the headings are split up nicely, so finding the section you want to look at is quite easy.",undefined,undefined,undefined,undefined,2024-08-27T21:21:28.724Z,2024-08-27T21:22:19.002Z,50278,50278,International Organizations
665c72ef8e6e166f13aee9f6,Covid-Text-Q1,13,voq1,completed,100.0,Content: Text Only,How many sets are shown in the description?,6,6,True,0,100,2024-08-21T16:55:57.203Z,2024-08-21T17:00:51.075Z,293872,293872,Covid Symptoms
665c72ef8e6e166f13aee9f6,Covid-Text-Q1,13,voq2,completed,100.0,Content: Text Only,What is the largest set?,Fatigue,Fatigue,True,undefined,undefined,2024-08-21T16:55:57.203Z,2024-08-21T17:00:51.075Z,293872,293872,Covid Symptoms
665c72ef8e6e166f13aee9f6,Covid-Text-Q1,13,voq3,completed,100.0,Content: Text Only,What is the largest intersection?,Fatigue,"Anosmia,Fatigue",False,undefined,undefined,2024-08-21T16:55:57.203Z,2024-08-21T17:00:51.075Z,293872,293872,Covid Symptoms
665c72ef8e6e166f13aee9f6,Covid-Text-Q1,13,voq4,completed,100.0,Content: Text Only,How large is the largest intersection?,281,281,True,0,1000000000,2024-08-21T16:55:57.203Z,2024-08-21T17:00:51.075Z,293872,293872,Covid Symptoms
665c72ef8e6e166f13aee9f6,Covid-Text-Q1,13,voq5,completed,100.0,Content: Text Only,How many sets make up the largest intersection?,It is only of a single set,It is the intersection of 2-3 sets,False,undefined,undefined,2024-08-21T16:55:57.203Z,2024-08-21T17:00:51.075Z,293872,293872,Covid Symptoms
665c72ef8e6e166f13aee9f6,Covid-Text-Q1,13,voq6,completed,100.0,Content: Text Only,How similar are the set sizes?,Diverging a bit,Diverging a lot,False,undefined,undefined,2024-08-21T16:55:57.203Z,2024-08-21T17:00:51.075Z,293872,293872,Covid Symptoms
665c72ef8e6e166f13aee9f6,Covid-Text-Q1,13,voq7,completed,100.0,Content: Text Only,Is the largest set present in the largest intersection?,Yes,Yes,True,undefined,undefined,2024-08-21T16:55:57.203Z,2024-08-21T17:00:51.075Z,293872,293872,Covid Symptoms
665c72ef8e6e166f13aee9f6,Covid-Text-Q1,13,voq8,completed,100.0,Content: Text Only,Is the all-set intersection (intersection having all the sets) present? ,Yes,Yes,True,undefined,undefined,2024-08-21T16:55:57.203Z,2024-08-21T17:00:51.075Z,293872,293872,Covid Symptoms
665c72ef8e6e166f13aee9f6,Covid-Text-Q2,14,voq1,completed,100.0,Content: Text Only,How confident are you in your answers?,4,undefined,undefined,undefined,undefined,2024-08-21T17:00:51.103Z,2024-08-21T17:00:59.946Z,8843,8843,Covid Symptoms
665c72ef8e6e166f13aee9f6,Covid-Text-Q2,14,voq2,completed,100.0,Content: Text Only,How well did you understand the information presented?,4,undefined,undefined,undefined,undefined,2024-08-21T17:00:51.103Z,2024-08-21T17:00:59.946Z,8843,8843,Covid Symptoms
665c72ef8e6e166f13aee9f6,Covid-Text-Q2,14,voq3,completed,100.0,Content: Text Only,How effective was the description of the data at conveying information?,4,undefined,undefined,undefined,undefined,2024-08-21T17:00:51.103Z,2024-08-21T17:00:59.946Z,8843,8843,Covid Symptoms
665c72ef8e6e166f13aee9f6,Covid-Text-Q3,15,voq1,completed,100.0,Content: Text Only,What are your insights and take-aways from the description of this data?,confusing,undefined,undefined,undefined,undefined,2024-08-21T17:00:59.982Z,2024-08-21T17:01:15.080Z,15098,15098,Covid Symptoms
665f9223c7db27a5d32d81ab,Covid-Text-Q1,10,voq1,completed,100.0,Content: Text Only,How many sets are shown in the description?,6,6,True,0,100,2024-08-21T22:24:04.982Z,2024-08-21T22:27:13.672Z,188690,187952,Covid Symptoms
665f9223c7db27a5d32d81ab,Covid-Text-Q1,10,voq2,completed,100.0,Content: Text Only,What is the largest set?,Fatigue,Fatigue,True,undefined,undefined,2024-08-21T22:24:04.982Z,2024-08-21T22:27:13.672Z,188690,187952,Covid Symptoms
665f9223c7db27a5d32d81ab,Covid-Text-Q1,10,voq3,completed,100.0,Content: Text Only,What is the largest intersection?,"Anosmia,Fatigue","Anosmia,Fatigue",True,undefined,undefined,2024-08-21T22:24:04.982Z,2024-08-21T22:27:13.672Z,188690,187952,Covid Symptoms
665f9223c7db27a5d32d81ab,Covid-Text-Q1,10,voq4,completed,100.0,Content: Text Only,How large is the largest intersection?,281,281,True,0,1000000000,2024-08-21T22:24:04.982Z,2024-08-21T22:27:13.672Z,188690,187952,Covid Symptoms
665f9223c7db27a5d32d81ab,Covid-Text-Q1,10,voq5,completed,100.0,Content: Text Only,How many sets make up the largest intersection?,It is the intersection of 2-3 sets,It is the intersection of 2-3 sets,True,undefined,undefined,2024-08-21T22:24:04.982Z,2024-08-21T22:27:13.672Z,188690,187952,Covid Symptoms
665f9223c7db27a5d32d81ab,Covid-Text-Q1,10,voq6,completed,100.0,Content: Text Only,How similar are the set sizes?,Diverging a lot,Diverging a lot,True,undefined,undefined,2024-08-21T22:24:04.982Z,2024-08-21T22:27:13.672Z,188690,187952,Covid Symptoms
665f9223c7db27a5d32d81ab,Covid-Text-Q1,10,voq7,completed,100.0,Content: Text Only,Is the largest set present in the largest intersection?,Yes,Yes,True,undefined,undefined,2024-08-21T22:24:04.982Z,2024-08-21T22:27:13.672Z,188690,187952,Covid Symptoms
665f9223c7db27a5d32d81ab,Covid-Text-Q1,10,voq8,completed,100.0,Content: Text Only,Is the all-set intersection (intersection having all the sets) present? ,No,Yes,False,undefined,undefined,2024-08-21T22:24:04.982Z,2024-08-21T22:27:13.672Z,188690,187952,Covid Symptoms
665f9223c7db27a5d32d81ab,Covid-Text-Q2,11,voq1,completed,100.0,Content: Text Only,How confident are you in your answers?,4,undefined,undefined,undefined,undefined,2024-08-21T22:27:13.698Z,2024-08-21T22:27:29.788Z,16090,16090,Covid Symptoms
665f9223c7db27a5d32d81ab,Covid-Text-Q2,11,voq2,completed,100.0,Content: Text Only,How well did you understand the information presented?,2,undefined,undefined,undefined,undefined,2024-08-21T22:27:13.698Z,2024-08-21T22:27:29.788Z,16090,16090,Covid Symptoms
665f9223c7db27a5d32d81ab,Covid-Text-Q2,11,voq3,completed,100.0,Content: Text Only,How effective was the description of the data at conveying information?,2,undefined,undefined,undefined,undefined,2024-08-21T22:27:13.698Z,2024-08-21T22:27:29.788Z,16090,16090,Covid Symptoms
665f9223c7db27a5d32d81ab,Covid-Text-Q3,12,voq1,completed,100.0,Content: Text Only,What are your insights and take-aways from the description of this data?,I'm not entirely sure what the take away from this is as well. Reading by text is even more confusing. I guess in summary just as the introduction says this data has covid symptoms as it's sets and it is plotting how many covid cases showed these symptoms.,undefined,undefined,undefined,undefined,2024-08-21T22:27:29.805Z,2024-08-21T22:31:02.230Z,212425,212425,Covid Symptoms
6664661dece3c191d9dd5ab2,Organizations-Text-Q1,7,voq1,completed,100.0,Content: Text Only,How many sets are shown in the description?,8,8,True,0,100,2024-08-21T21:52:09.966Z,2024-08-21T21:57:14.059Z,304093,304093,International Organizations
6664661dece3c191d9dd5ab2,Organizations-Text-Q1,7,voq2,completed,100.0,Content: Text Only,What is the largest set?,UPU,UPU,True,undefined,undefined,2024-08-21T21:52:09.966Z,2024-08-21T21:57:14.059Z,304093,304093,International Organizations
6664661dece3c191d9dd5ab2,Organizations-Text-Q1,7,voq3,completed,100.0,Content: Text Only,What is the largest intersection?,"Interpol,UNESCO,UPU,UN,WHO","Interpol,UN,UNESCO,UPU,WHO",True,undefined,undefined,2024-08-21T21:52:09.966Z,2024-08-21T21:57:14.059Z,304093,304093,International Organizations
6664661dece3c191d9dd5ab2,Organizations-Text-Q1,7,voq4,completed,100.0,Content: Text Only,How large is the largest intersection?,117,117,True,0,1000000000,2024-08-21T21:52:09.966Z,2024-08-21T21:57:14.059Z,304093,304093,International Organizations
6664661dece3c191d9dd5ab2,Organizations-Text-Q1,7,voq5,completed,100.0,Content: Text Only,How many sets make up the largest intersection?,It is the intersection of many sets,It is the intersection of many sets,True,undefined,undefined,2024-08-21T21:52:09.966Z,2024-08-21T21:57:14.059Z,304093,304093,International Organizations
6664661dece3c191d9dd5ab2,Organizations-Text-Q1,7,voq6,completed,100.0,Content: Text Only,How similar are the set sizes?,Diverging a lot,Diverging a lot,True,undefined,undefined,2024-08-21T21:52:09.966Z,2024-08-21T21:57:14.059Z,304093,304093,International Organizations
6664661dece3c191d9dd5ab2,Organizations-Text-Q1,7,voq7,completed,100.0,Content: Text Only,Is the largest set present in the largest intersection?,Yes,Yes,True,undefined,undefined,2024-08-21T21:52:09.966Z,2024-08-21T21:57:14.059Z,304093,304093,International Organizations
6664661dece3c191d9dd5ab2,Organizations-Text-Q1,7,voq8,completed,100.0,Content: Text Only,Is the all-set intersection (intersection having all the sets) present? ,No,No,True,undefined,undefined,2024-08-21T21:52:09.966Z,2024-08-21T21:57:14.059Z,304093,304093,International Organizations
6664661dece3c191d9dd5ab2,Organizations-Text-Q2,8,voq1,completed,100.0,Content: Text Only,How confident are you in your answers?,3,undefined,undefined,undefined,undefined,2024-08-21T21:57:14.087Z,2024-08-21T21:57:35.142Z,21055,21055,International Organizations
6664661dece3c191d9dd5ab2,Organizations-Text-Q2,8,voq2,completed,100.0,Content: Text Only,How well did you understand the information presented?,3,undefined,undefined,undefined,undefined,2024-08-21T21:57:14.087Z,2024-08-21T21:57:35.142Z,21055,21055,International Organizations
6664661dece3c191d9dd5ab2,Organizations-Text-Q2,8,voq3,completed,100.0,Content: Text Only,How effective was the description of the data at conveying information?,4,undefined,undefined,undefined,undefined,2024-08-21T21:57:14.087Z,2024-08-21T21:57:35.142Z,21055,21055,International Organizations
6664661dece3c191d9dd5ab2,Organizations-Text-Q3,9,voq1,completed,100.0,Content: Text Only,What are your insights and take-aways from the description of this data?,The dataset properties description was confusing ,undefined,undefined,undefined,undefined,2024-08-21T21:57:35.171Z,2024-08-21T21:59:13.657Z,98486,98486,International Organizations
6668c49e07ce221e29f2bc5a,Tennis-Text-Q1,7,voq1,completed,100.0,Content: Text Only,How many sets are shown in the description?,4,4,True,0,100,2024-08-21T21:49:50.183Z,2024-08-21T21:52:26.251Z,156068,156068,Tennis Grand Slam Winners
6668c49e07ce221e29f2bc5a,Tennis-Text-Q1,7,voq2,completed,100.0,Content: Text Only,What is the largest set?,Australian,Australian,True,undefined,undefined,2024-08-21T21:49:50.183Z,2024-08-21T21:52:26.251Z,156068,156068,Tennis Grand Slam Winners
6668c49e07ce221e29f2bc5a,Tennis-Text-Q1,7,voq3,completed,100.0,Content: Text Only,What is the largest intersection?,French Open,French Open,True,undefined,undefined,2024-08-21T21:49:50.183Z,2024-08-21T21:52:26.251Z,156068,156068,Tennis Grand Slam Winners
6668c49e07ce221e29f2bc5a,Tennis-Text-Q1,7,voq4,completed,100.0,Content: Text Only,How large is the largest intersection?,23,23,True,0,1000000000,2024-08-21T21:49:50.183Z,2024-08-21T21:52:26.251Z,156068,156068,Tennis Grand Slam Winners
6668c49e07ce221e29f2bc5a,Tennis-Text-Q1,7,voq5,completed,100.0,Content: Text Only,How many sets make up the largest intersection?,It is only of a single set,It is only of a single set,True,undefined,undefined,2024-08-21T21:49:50.183Z,2024-08-21T21:52:26.251Z,156068,156068,Tennis Grand Slam Winners
6668c49e07ce221e29f2bc5a,Tennis-Text-Q1,7,voq6,completed,100.0,Content: Text Only,How similar are the set sizes?,Roughly equal,Roughly equal,True,undefined,undefined,2024-08-21T21:49:50.183Z,2024-08-21T21:52:26.251Z,156068,156068,Tennis Grand Slam Winners
6668c49e07ce221e29f2bc5a,Tennis-Text-Q1,7,voq7,completed,100.0,Content: Text Only,Is the largest set present in the largest intersection?,No,No,True,undefined,undefined,2024-08-21T21:49:50.183Z,2024-08-21T21:52:26.251Z,156068,156068,Tennis Grand Slam Winners
6668c49e07ce221e29f2bc5a,Tennis-Text-Q1,7,voq8,completed,100.0,Content: Text Only,Is the all-set intersection (intersection having all the sets) present? ,Yes,Yes,True,undefined,undefined,2024-08-21T21:49:50.183Z,2024-08-21T21:52:26.251Z,156068,156068,Tennis Grand Slam Winners
6668c49e07ce221e29f2bc5a,Tennis-Text-Q2,8,voq1,completed,100.0,Content: Text Only,How confident are you in your answers?,5,undefined,undefined,undefined,undefined,2024-08-21T21:52:26.264Z,2024-08-21T21:52:36.776Z,10512,10512,Tennis Grand Slam Winners
6668c49e07ce221e29f2bc5a,Tennis-Text-Q2,8,voq2,completed,100.0,Content: Text Only,How well did you understand the information presented?,5,undefined,undefined,undefined,undefined,2024-08-21T21:52:26.264Z,2024-08-21T21:52:36.776Z,10512,10512,Tennis Grand Slam Winners
6668c49e07ce221e29f2bc5a,Tennis-Text-Q2,8,voq3,completed,100.0,Content: Text Only,How effective was the description of the data at conveying information?,5,undefined,undefined,undefined,undefined,2024-08-21T21:52:26.264Z,2024-08-21T21:52:36.776Z,10512,10512,Tennis Grand Slam Winners
6668c49e07ce221e29f2bc5a,Tennis-Text-Q3,9,voq1,completed,100.0,Content: Text Only,What are your insights and take-aways from the description of this data?,Text description shows all the important information of this dataset.,undefined,undefined,undefined,undefined,2024-08-21T21:52:36.783Z,2024-08-21T21:53:06.532Z,29749,29749,Tennis Grand Slam Winners
666c6ddc652f38b0355bc344,Organizations-Text-Q1,10,voq1,completed,100.0,Content: Text Only,How many sets are shown in the description?,18,8,True,0,100,2024-08-21T21:40:55.369Z,2024-08-21T21:42:46.836Z,111467,111467,International Organizations
666c6ddc652f38b0355bc344,Organizations-Text-Q1,10,voq2,completed,100.0,Content: Text Only,What is the largest set?,UPU,UPU,True,undefined,undefined,2024-08-21T21:40:55.369Z,2024-08-21T21:42:46.836Z,111467,111467,International Organizations
666c6ddc652f38b0355bc344,Organizations-Text-Q1,10,voq3,completed,100.0,Content: Text Only,What is the largest intersection?,"Interpol,UNESCO,WHO,UN,UPU","Interpol,UN,UNESCO,UPU,WHO",True,undefined,undefined,2024-08-21T21:40:55.369Z,2024-08-21T21:42:46.836Z,111467,111467,International Organizations
666c6ddc652f38b0355bc344,Organizations-Text-Q1,10,voq4,completed,100.0,Content: Text Only,How large is the largest intersection?,117,117,True,0,1000000000,2024-08-21T21:40:55.369Z,2024-08-21T21:42:46.836Z,111467,111467,International Organizations
666c6ddc652f38b0355bc344,Organizations-Text-Q1,10,voq5,completed,100.0,Content: Text Only,How many sets make up the largest intersection?,It is the intersection of many sets,It is the intersection of many sets,True,undefined,undefined,2024-08-21T21:40:55.369Z,2024-08-21T21:42:46.836Z,111467,111467,International Organizations
666c6ddc652f38b0355bc344,Organizations-Text-Q1,10,voq6,completed,100.0,Content: Text Only,How similar are the set sizes?,Diverging a lot,Diverging a lot,True,undefined,undefined,2024-08-21T21:40:55.369Z,2024-08-21T21:42:46.836Z,111467,111467,International Organizations
666c6ddc652f38b0355bc344,Organizations-Text-Q1,10,voq7,completed,100.0,Content: Text Only,Is the largest set present in the largest intersection?,Yes,Yes,True,undefined,undefined,2024-08-21T21:40:55.369Z,2024-08-21T21:42:46.836Z,111467,111467,International Organizations
666c6ddc652f38b0355bc344,Organizations-Text-Q1,10,voq8,completed,100.0,Content: Text Only,Is the all-set intersection (intersection having all the sets) present? ,No,No,True,undefined,undefined,2024-08-21T21:40:55.369Z,2024-08-21T21:42:46.836Z,111467,111467,International Organizations
666c6ddc652f38b0355bc344,Organizations-Text-Q2,11,voq1,completed,100.0,Content: Text Only,How confident are you in your answers?,5,undefined,undefined,undefined,undefined,2024-08-21T21:42:46.870Z,2024-08-21T21:42:53.023Z,6153,6153,International Organizations
666c6ddc652f38b0355bc344,Organizations-Text-Q2,11,voq2,completed,100.0,Content: Text Only,How well did you understand the information presented?,4,undefined,undefined,undefined,undefined,2024-08-21T21:42:46.870Z,2024-08-21T21:42:53.023Z,6153,6153,International Organizations
666c6ddc652f38b0355bc344,Organizations-Text-Q2,11,voq3,completed,100.0,Content: Text Only,How effective was the description of the data at conveying information?,4,undefined,undefined,undefined,undefined,2024-08-21T21:42:46.870Z,2024-08-21T21:42:53.023Z,6153,6153,International Organizations
666c6ddc652f38b0355bc344,Organizations-Text-Q3,12,voq1,completed,100.0,Content: Text Only,What are your insights and take-aways from the description of this data?,i prefer the written description over the upset chart,undefined,undefined,undefined,undefined,2024-08-21T21:42:53.038Z,2024-08-21T21:43:29.837Z,36799,36799,International Organizations
666cb540cd1f9d9f05c12105,Tennis-Text-Q1,10,voq1,completed,100.0,Content: Text Only,How many sets are shown in the description?,4,4,True,0,100,2024-08-21T21:57:59.100Z,2024-08-21T21:59:45.676Z,106576,106576,Tennis Grand Slam Winners
